SKU_ID,SKU_Category,Subdivision,Supplier_ID,Date,Lifecycle_Phase,Forecast,Actual_Demand,Demand_Fluctuation,Lead_Time_Days,On_Hand_Inventory,Remaining_Shelf_Life_Months,Total_Shelf_Life_Months,Last_Sales_Date,Forecast_Accuracy,Safety_Stock,Reorder_Point,Excess_Stock,Obsolete_Inventory_Value,Carrying_Cost,Obsolete_Inventory_Writeoff,Defective_Rate,Target_Service_Level,Return_Rate,Unit_Cost,Handling_Cost_Per_Unit,Warehouse_Utilization_Percentage
SKU_0001,Fast-Moving,Industrial Gases,SUP_017,2022-11-30,Maturity,517.74,480.09,-11.36,9,619.73,18,18,2022-08-08,0.93,20,70,139.64,0.0,12.39,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Industrial Gases,SUP_014,2022-12-31,Growth,588.0,579.99,108.4,13,648.89,1,12,2022-08-13,0.99,20,70,68.9,0.0,12.98,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Agrochemicals,SUP_005,2023-01-31,Introduction,393.24,422.93,23.64,9,478.0,14,24,2022-12-12,0.92,20,70,55.07,0.0,9.56,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Specialty Chemicals,SUP_011,2023-02-28,Maturity,517.22,486.25,40.92,21,599.12,3,12,2022-09-25,0.94,20,70,112.87,0.0,11.98,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Petrochemicals,SUP_018,2023-03-31,Growth,226.46,239.97,37.26,12,299.86,0,6,2023-02-03,0.94,20,70,59.89,0.0,6.0,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Agrochemicals,SUP_017,2023-04-30,Growth,381.17,436.92,21.17,37,633.57,0,6,2023-01-07,0.85,20,70,196.66,0.0,12.67,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Pharmaceuticals,SUP_016,2023-05-31,Decline,216.33,241.47,-6.97,39,338.22,6,12,2023-04-09,0.88,20,70,96.75,89.9,6.76,71.92,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Petrochemicals,SUP_001,2023-06-30,Decline,543.77,586.73,112.57,39,681.01,19,24,2023-04-21,0.92,20,70,94.28,89.91,13.62,71.93,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Agrochemicals,SUP_012,2023-07-31,Maturity,354.99,325.27,-5.01,25,473.01,20,24,2023-03-13,0.92,20,70,147.74,0.0,9.46,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Agrochemicals,SUP_004,2023-08-31,Maturity,298.63,255.73,2.23,25,324.74,9,12,2023-04-03,0.86,20,70,69.02,0.0,6.49,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Industrial Gases,SUP_002,2023-09-30,Growth,528.55,487.69,77.55,38,620.39,10,12,2023-05-16,0.92,20,70,132.69,0.0,12.41,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Agrochemicals,SUP_010,2023-10-31,Maturity,579.62,516.86,-11.98,19,727.79,11,12,2023-08-05,0.89,20,70,210.93,0.0,14.56,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Agrochemicals,SUP_013,2023-11-30,Growth,509.8,526.1,22.6,7,752.0,6,6,2023-10-18,0.97,20,70,225.9,0.0,15.04,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0001,Fast-Moving,Industrial Gases,SUP_018,2023-12-31,Introduction,371.02,382.8,43.22,38,493.94,13,24,2023-09-22,0.97,20,70,111.14,0.0,9.88,0.0,0.035,0.95,0.02,79.35,1.93,88.56
SKU_0002,Slow-Moving,Specialty Chemicals,SUP_012,2022-01-31,Growth,317.73,359.73,9.73,40,424.68,14,24,2021-08-16,0.87,17,171,64.95,0.0,8.49,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Petrochemicals,SUP_012,2022-02-28,Decline,239.55,235.09,-2.45,18,322.99,9,18,2021-09-13,0.98,17,171,87.9,103.25,6.46,82.6,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_009,2022-03-31,Decline,445.37,368.94,11.97,19,505.98,0,6,2022-03-19,0.83,17,171,137.03,160.39,10.12,128.31,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Petrochemicals,SUP_014,2022-04-30,Decline,404.04,338.09,14.64,18,404.16,0,6,2022-04-13,0.84,17,171,66.07,59.25,8.08,47.4,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_003,2022-05-31,Introduction,323.45,323.73,1.15,11,390.72,0,6,2022-02-10,1.0,17,171,66.99,0.0,7.81,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Specialty Chemicals,SUP_014,2022-06-30,Growth,359.56,295.51,42.76,19,333.95,7,12,2022-01-11,0.82,17,171,38.44,0.0,6.68,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Pharmaceuticals,SUP_016,2022-07-31,Growth,137.09,171.39,-7.01,9,216.26,20,24,2022-03-04,0.75,17,171,44.87,0.0,4.33,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Petrochemicals,SUP_014,2022-08-31,Growth,196.09,243.91,1.39,21,360.61,21,24,2022-05-26,0.76,17,171,116.69,0.0,7.21,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Specialty Chemicals,SUP_003,2022-09-30,Maturity,428.18,416.8,18.98,33,500.2,4,6,2022-06-02,0.97,17,171,83.4,0.0,10.0,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Agrochemicals,SUP_013,2022-10-31,Growth,128.47,131.19,-3.53,14,174.17,17,18,2022-06-19,0.98,17,171,42.98,0.0,3.48,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Agrochemicals,SUP_008,2022-11-30,Maturity,554.3,627.66,-22.9,12,754.73,6,6,2022-08-23,0.87,17,171,127.07,0.0,15.09,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_004,2022-12-31,Introduction,551.08,578.57,125.38,5,699.19,0,6,2022-08-17,0.95,17,171,120.61,0.0,13.98,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_017,2023-01-31,Decline,137.04,104.8,1.74,8,119.39,2,12,2023-01-07,0.76,17,171,14.59,13.99,2.39,11.19,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Agrochemicals,SUP_018,2023-02-28,Decline,240.95,221.55,12.95,20,303.25,9,18,2022-11-30,0.92,17,171,81.7,83.11,6.06,66.49,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_016,2023-03-31,Maturity,376.36,309.1,54.06,7,410.43,4,12,2023-03-14,0.82,17,171,101.32,0.0,8.21,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_007,2023-04-30,Decline,144.0,172.02,8.7,33,197.02,5,12,2022-11-30,0.81,17,171,25.0,26.91,3.94,21.53,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Specialty Chemicals,SUP_012,2023-05-31,Growth,118.17,103.45,3.77,28,117.66,6,12,2022-12-04,0.88,17,171,14.22,0.0,2.35,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Specialty Chemicals,SUP_004,2023-06-30,Maturity,105.93,72.24,-7.37,33,88.63,7,12,2023-01-31,0.68,17,171,16.39,0.0,1.77,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_020,2023-07-31,Decline,170.32,249.32,-1.28,36,288.1,2,6,2023-02-03,0.54,17,171,38.78,28.92,5.76,23.14,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Agrochemicals,SUP_014,2023-08-31,Decline,348.84,358.34,26.04,39,484.48,15,18,2023-03-14,0.97,17,171,126.14,131.79,9.69,105.43,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Industrial Gases,SUP_009,2023-09-30,Introduction,192.54,208.42,-18.66,25,238.95,10,12,2023-08-30,0.92,17,171,30.54,0.0,4.78,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Pharmaceuticals,SUP_007,2023-10-31,Decline,370.07,384.14,-0.63,30,504.4,11,12,2023-08-19,0.96,17,171,120.26,89.81,10.09,71.85,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Pharmaceuticals,SUP_012,2023-11-30,Introduction,382.37,304.19,6.17,7,342.44,24,24,2023-09-03,0.8,17,171,38.25,0.0,6.85,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0002,Slow-Moving,Pharmaceuticals,SUP_009,2023-12-31,Growth,427.23,429.52,-43.57,21,641.89,1,12,2023-09-13,0.99,17,171,212.37,0.0,12.84,0.0,0.039,0.95,0.02,85.92,0.9,88.32
SKU_0003,Low-Value,Agrochemicals,SUP_019,2022-01-31,Decline,455.95,463.18,38.35,22,602.89,14,24,2021-08-21,0.98,20,138,139.71,119.43,12.06,95.55,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Pharmaceuticals,SUP_004,2022-02-28,Growth,348.59,370.84,-15.51,34,515.97,0,6,2021-11-14,0.94,20,138,145.13,0.0,10.32,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Pharmaceuticals,SUP_014,2022-03-31,Introduction,249.51,224.55,31.71,23,295.92,4,12,2022-02-03,0.9,20,138,71.37,0.0,5.92,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Pharmaceuticals,SUP_005,2022-04-30,Introduction,428.61,482.47,37.01,32,668.22,5,12,2022-02-18,0.87,20,138,185.75,0.0,13.36,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Industrial Gases,SUP_004,2022-05-31,Decline,218.4,207.15,0.6,31,235.99,18,24,2022-04-03,0.95,20,138,28.84,25.74,4.72,20.6,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Specialty Chemicals,SUP_003,2022-06-30,Maturity,201.36,171.81,-1.04,28,242.97,1,6,2022-03-26,0.85,20,138,71.16,0.0,4.86,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Petrochemicals,SUP_002,2022-07-31,Decline,118.52,139.7,-4.68,34,202.02,8,12,2022-07-15,0.82,20,138,62.32,67.85,4.04,54.28,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Agrochemicals,SUP_016,2022-08-31,Growth,577.42,578.62,41.02,6,687.47,9,12,2022-04-13,1.0,20,138,108.85,0.0,13.75,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Pharmaceuticals,SUP_007,2022-09-30,Introduction,323.15,319.57,-27.75,40,428.96,16,18,2022-04-08,0.99,20,138,109.39,0.0,8.58,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Industrial Gases,SUP_002,2022-10-31,Introduction,319.03,358.79,16.53,27,451.77,17,18,2022-09-05,0.88,20,138,92.98,0.0,9.04,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Pharmaceuticals,SUP_011,2022-11-30,Growth,459.46,525.32,38.16,21,769.66,12,12,2022-07-30,0.86,20,138,244.34,0.0,15.39,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Agrochemicals,SUP_014,2022-12-31,Growth,314.58,327.72,4.98,24,418.56,0,6,2022-11-23,0.96,20,138,90.84,0.0,8.37,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Industrial Gases,SUP_001,2023-01-31,Decline,546.29,548.4,36.99,29,613.34,0,6,2023-01-06,1.0,20,138,64.94,56.93,12.27,45.55,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Agrochemicals,SUP_003,2023-02-28,Growth,411.84,343.5,17.04,5,479.82,3,12,2022-12-16,0.83,20,138,136.32,0.0,9.6,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Petrochemicals,SUP_010,2023-03-31,Maturity,194.21,231.38,-13.69,39,263.08,10,18,2023-02-18,0.81,20,138,31.7,0.0,5.26,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Industrial Gases,SUP_017,2023-04-30,Decline,227.73,226.88,2.23,20,322.55,11,18,2023-03-04,1.0,20,138,95.67,94.81,6.45,75.85,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Petrochemicals,SUP_008,2023-05-31,Growth,464.81,467.14,31.41,8,660.17,6,12,2023-01-22,0.99,20,138,193.04,0.0,13.2,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Specialty Chemicals,SUP_007,2023-06-30,Decline,234.61,264.78,45.41,15,294.29,1,6,2023-01-31,0.87,20,138,29.5,21.03,5.89,16.83,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Industrial Gases,SUP_018,2023-07-31,Introduction,175.95,189.29,-5.55,11,255.21,8,12,2023-05-31,0.92,20,138,65.92,0.0,5.1,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Industrial Gases,SUP_018,2023-08-31,Maturity,148.2,118.01,-5.8,32,170.74,15,18,2023-06-08,0.8,20,138,52.74,0.0,3.41,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Pharmaceuticals,SUP_018,2023-09-30,Decline,448.42,440.66,-22.38,23,564.81,4,6,2023-06-03,0.98,20,138,124.15,97.05,11.3,77.64,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Agrochemicals,SUP_008,2023-10-31,Introduction,290.53,303.27,18.13,17,431.61,17,18,2023-07-08,0.96,20,138,128.34,0.0,8.63,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Agrochemicals,SUP_006,2023-11-30,Maturity,518.6,521.38,-9.4,32,642.27,6,6,2023-09-03,0.99,20,138,120.89,0.0,12.85,0.0,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0003,Low-Value,Specialty Chemicals,SUP_019,2023-12-31,Decline,329.61,352.22,45.81,36,524.24,0,6,2023-08-27,0.93,20,138,172.03,166.1,10.48,132.88,0.043,0.98,0.05,79.98,1.6,51.43
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_004,2022-01-31,Growth,224.41,235.91,-7.69,6,270.68,14,24,2021-10-31,0.95,38,59,34.77,0.0,5.41,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Petrochemicals,SUP_010,2022-02-28,Growth,212.53,167.23,6.83,17,205.55,0,6,2021-12-21,0.79,38,59,38.32,0.0,4.11,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Industrial Gases,SUP_016,2022-03-31,Maturity,498.84,487.55,-30.26,26,652.83,16,24,2021-12-31,0.98,38,59,165.28,0.0,13.06,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_004,2022-04-30,Decline,496.95,527.67,6.35,26,742.09,17,24,2022-01-29,0.94,38,59,214.42,229.49,14.84,183.6,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Pharmaceuticals,SUP_008,2022-05-31,Growth,405.26,412.77,-3.94,14,507.36,0,6,2022-05-20,0.98,38,59,94.59,0.0,10.15,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Pharmaceuticals,SUP_015,2022-06-30,Maturity,159.51,249.67,-6.59,5,366.2,7,12,2022-03-13,0.43,38,59,116.53,0.0,7.32,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_010,2022-07-31,Growth,521.56,513.1,2.36,5,620.85,20,24,2022-05-16,0.98,38,59,107.75,0.0,12.42,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_014,2022-08-31,Introduction,349.97,283.38,-16.33,6,339.99,3,6,2022-07-18,0.81,38,59,56.62,0.0,6.8,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Petrochemicals,SUP_016,2022-09-30,Growth,146.82,178.77,11.52,39,227.84,22,24,2022-07-14,0.78,38,59,49.07,0.0,4.56,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Petrochemicals,SUP_002,2022-10-31,Introduction,377.08,372.52,-12.32,26,461.22,5,6,2022-07-11,0.99,38,59,88.7,0.0,9.22,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Industrial Gases,SUP_012,2022-11-30,Decline,295.53,239.67,23.83,21,324.9,24,24,2022-07-26,0.81,38,59,85.24,82.47,6.5,65.98,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Pharmaceuticals,SUP_007,2022-12-31,Introduction,500.8,511.77,99.3,20,710.49,13,24,2022-12-23,0.98,38,59,198.72,0.0,14.21,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_019,2023-01-31,Growth,521.04,512.42,-5.86,9,690.83,0,6,2022-10-15,0.98,38,59,178.4,0.0,13.82,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_019,2023-02-28,Introduction,513.79,525.69,28.69,20,745.87,9,18,2023-02-11,0.98,38,59,220.18,0.0,14.92,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Agrochemicals,SUP_010,2023-03-31,Decline,621.43,626.84,129.43,33,865.19,10,18,2023-03-03,0.99,38,59,238.36,179.8,17.3,143.84,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Agrochemicals,SUP_006,2023-04-30,Decline,130.78,112.48,-3.62,31,131.89,0,6,2022-11-26,0.86,38,59,19.41,17.26,2.64,13.81,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Industrial Gases,SUP_001,2023-05-31,Introduction,455.3,468.52,-8.9,36,610.45,12,18,2023-01-22,0.97,38,59,141.93,0.0,12.21,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_020,2023-06-30,Growth,209.77,255.88,-4.73,19,303.99,7,12,2023-03-23,0.78,38,59,48.11,0.0,6.08,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Petrochemicals,SUP_009,2023-07-31,Introduction,483.84,548.45,13.04,17,734.91,2,6,2023-04-01,0.87,38,59,186.46,0.0,14.7,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Pharmaceuticals,SUP_015,2023-08-31,Growth,285.1,227.7,20.0,40,253.09,21,24,2023-07-20,0.8,38,59,25.39,0.0,5.06,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Industrial Gases,SUP_011,2023-09-30,Decline,434.2,421.75,-0.3,19,564.8,16,18,2023-05-26,0.97,38,59,143.05,183.34,11.3,146.67,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Petrochemicals,SUP_012,2023-10-31,Maturity,136.44,168.49,1.14,31,240.26,11,12,2023-05-31,0.77,38,59,71.77,0.0,4.81,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Petrochemicals,SUP_011,2023-11-30,Decline,124.08,155.45,7.48,23,189.38,24,24,2023-11-16,0.75,38,59,33.93,27.46,3.79,21.97,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0004,Slow-Moving,Specialty Chemicals,SUP_013,2023-12-31,Introduction,229.08,234.91,29.98,33,342.28,13,24,2023-07-13,0.97,38,59,107.37,0.0,6.85,0.0,0.02,0.97,0.04,15.5,0.94,62.82
SKU_0005,High-Value,Industrial Gases,SUP_004,2022-01-31,Decline,171.31,183.86,3.01,18,253.46,0,6,2021-11-21,0.93,47,199,69.59,63.06,5.07,50.45,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Pharmaceuticals,SUP_002,2022-02-28,Introduction,552.61,505.49,27.91,9,715.69,3,12,2021-11-19,0.91,47,199,210.21,0.0,14.31,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Agrochemicals,SUP_012,2022-03-31,Growth,331.62,280.12,-28.38,29,370.15,0,6,2022-01-27,0.84,47,199,90.03,0.0,7.4,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Industrial Gases,SUP_017,2022-04-30,Introduction,400.27,407.98,-10.03,18,502.18,17,24,2021-12-24,0.98,47,199,94.21,0.0,10.04,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Petrochemicals,SUP_016,2022-05-31,Growth,321.26,332.69,26.46,39,426.96,18,24,2022-02-24,0.96,47,199,94.27,0.0,8.54,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Industrial Gases,SUP_018,2022-06-30,Maturity,611.15,595.45,84.25,8,719.05,1,6,2022-04-15,0.97,47,199,123.6,0.0,14.38,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Petrochemicals,SUP_013,2022-07-31,Introduction,178.75,194.6,13.75,18,232.18,2,6,2022-05-06,0.91,47,199,37.59,0.0,4.64,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Petrochemicals,SUP_004,2022-08-31,Growth,369.98,425.54,21.28,33,522.57,15,18,2022-05-17,0.85,47,199,97.03,0.0,10.45,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Agrochemicals,SUP_012,2022-09-30,Growth,313.4,239.92,31.4,31,336.66,10,12,2022-09-10,0.77,47,199,96.74,0.0,6.73,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Specialty Chemicals,SUP_007,2022-10-31,Growth,444.61,455.09,23.31,25,614.9,11,12,2022-10-01,0.98,47,199,159.81,0.0,12.3,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Specialty Chemicals,SUP_012,2022-11-30,Maturity,322.1,334.76,-6.8,21,387.47,24,24,2022-11-24,0.96,47,199,52.71,0.0,7.75,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Specialty Chemicals,SUP_019,2022-12-31,Introduction,313.74,310.91,-17.36,26,419.54,13,24,2022-09-14,0.99,47,199,108.64,0.0,8.39,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Industrial Gases,SUP_017,2023-01-31,Growth,405.95,446.11,36.35,38,643.35,14,24,2023-01-15,0.9,47,199,197.24,0.0,12.87,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Industrial Gases,SUP_009,2023-02-28,Decline,251.22,219.43,-11.68,30,265.13,3,12,2023-01-11,0.87,47,199,45.7,49.55,5.3,39.64,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Agrochemicals,SUP_005,2023-03-31,Growth,300.96,282.78,-30.24,33,411.9,10,18,2023-02-11,0.94,47,199,129.13,0.0,8.24,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Industrial Gases,SUP_014,2023-04-30,Introduction,307.8,343.01,19.6,29,422.2,11,18,2023-01-08,0.89,47,199,79.19,0.0,8.44,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Industrial Gases,SUP_010,2023-05-31,Growth,358.63,424.44,15.43,33,476.27,0,6,2023-04-06,0.82,47,199,51.83,0.0,9.53,0.0,0.019,0.87,0.07,33.35,1.97,64.06
SKU_0005,High-Value,Specialty Chemicals,SUP_013,2023-06-30,Maturity,380.29,385.32,67.89,33,447.94,7,12,2023-05-10,0.99,47,199,62.62,0.0,8.96,0.0,0.019,0.87,0.07,33.35,1.97,64.06
